"year","leaid","lea_name","state_name","city_location","agency_type","enrollment","spec_ed_students","english_language_learners","est_population_total","est_population_5_17","est_population_5_17_pct"
"2015","3626730","SHERMAN CENTRAL SCHOOL DISTRICT","New York","SHERMAN","Regular local school district","399","70","Missing/not reported","2754","597","0.216776"
"2015","3626760","SHERRILL CITY SCHOOL DISTRICT","New York","VERONA","Regular local school district","1981","242","7","12425","2130","0.171429"
"2015","3626840","SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT","New York","SHOREHAM","Regular local school district","2317","396","14","12962","2541","0.196035"
"2015","3626850","SIDNEY CENTRAL SCHOOL DISTRICT","New York","SIDNEY","Regular local school district","1093","139","10","7379","1040","0.140941"
"2015","3626880","SILVER CREEK CENTRAL SCHOOL DISTRICT","New York","SILVER CREEK","Regular local school district","1095","189","9","5995","941","0.156964"
"2015","3626940","SKANEATELES CENTRAL SCHOOL DISTRICT","New York","SKANEATELES","Regular local school district","1408","111","6","8934","1641","0.18368"
"2015","3627000","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT","New York","SLOAN","Regular local school district","1401","248","13","11333","1510","0.133239"
"2015","3627060","SMITHTOWN CENTRAL SCHOOL DISTRICT","New York","SMITHTOWN","Regular local school district","9464","1569","84","57435","10909","0.189936"
"2015","3627120","SODUS CENTRAL SCHOOL DISTRICT","New York","SODUS","Regular local school district","1094","178","45","7497","1137","0.151661"
"2015","3627150","SOLVAY UNION FREE SCHOOL DISTRICT","New York","SOLVAY","Regular local school district","1498","222","57","10009","1417","0.141573"
"2015","3627180","SOMERS CENTRAL SCHOOL DISTRICT","New York","SOMERS","Regular local school district","3176","530","30","20087","3834","0.19087"
"2015","3627210","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","New York","ALBANY","Regular local school district","4879","789","105","39899","5459","0.13682"
"2015","3627240","SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT","New York","SOUTH GLENS FALLS","Regular local school district","3186","471","7","20164","3212","0.159294"
"2015","3627300","SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT","New York","HUNTINGTON STATION","Regular local school district","6036","1051","860","38864","6074","0.156289"
"2015","3627330","SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT","New York","SOUTH KORTRIGHT","Regular local school district","409","53","Missing/not reported","2723","373","0.136981"
"2015","3627360","SOUTH LEWIS CENTRAL SCHOOL DISTRICT","New York","TURIN","Regular local school district","1072","233","Missing/not reported","6765","1093","0.161567"
"2015","3627450","SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT","New York","BLAUVELT","Regular local school district","3165","394","98","22164","3761","0.16969"
"2015","3627540","SOUTHAMPTON UNION FREE SCHOOL DISTRICT","New York","SOUTHAMPTON","Regular local school district","1658","279","207","10147","1335","0.131566"
"2015","3627570","SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT","New York","AURORA","Regular local school district","671","112","Missing/not reported","6463","901","0.139409"
"2015","3627620","SOUTHOLD UNION FREE SCHOOL DISTRICT","New York","SOUTHOLD","Regular local school district","788","123","82","6361","893","0.140387"
"2015","3627660","SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN","New York","JAMESTOWN","Regular local school district","1416","154","10","9311","1364","0.146493"
"2015","3627750","SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT","New York","SPENCER","Regular local school district","909","137","3","5958","1047","0.17573"
"2015","3627780","SPENCERPORT CENTRAL SCHOOL DISTRICT","New York","SPENCERPORT","Regular local school district","3623","523","70","23809","4121","0.173086"
"2015","3627810","EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY)","New York","SPRING VALLEY","Regular local school district","8697","2872","2532","118221","28594","0.241869"
"2015","3627900","SPRINGS UNION FREE SCHOOL DISTRICT","New York","EAST HAMPTON","Regular local school district","744","82","70","6621","917","0.138499"
"2015","3627960","BRASHER FALLS CENTRAL SCHOOL DISTRICT","New York","BRASHER FALLS","Regular local school district","1024","141","Missing/not reported","5787","1070","0.184897"
"2015","3627980","GREENBURGH-NORTH CASTLE UNION FREE SCHOOL DISTRICT","New York","DOBBS FERRY","Regular local school district","24","19","Missing/not reported","","",""
"2015","3627990","SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT","New York","ST REGIS FALLS","Regular local school district","280","69","Missing/not reported","2032","361","0.177657"
"2015","3628020","STAMFORD CENTRAL SCHOOL DISTRICT","New York","STAMFORD","Regular local school district","337","-9","Missing/not reported","2599","333","0.128126"
"2015","3628050","STARPOINT CENTRAL SCHOOL DISTRICT","New York","LOCKPORT","Regular local school district","2685","387","12","17549","2905","0.165536"
"2015","3628110","STILLWATER CENTRAL SCHOOL DISTRICT","New York","STILLWATER","Regular local school district","1138","151","5","7682","1203","0.1566"
"2015","3628140","STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT","New York","MUNNSVILLE","Regular local school district","410","60","3","2819","505","0.179142"
"2015","3628200","THREE VILLAGE CENTRAL SCHOOL DISTRICT","New York","STONY BROOK","Regular local school district","6481","959","57","48707","7330","0.150492"
"2015","3628320","RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN)","New York","HILLBURN","Regular local school district","4416","714","177","29912","5567","0.186113"
"2015","3628380","SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT","New York","CONKLIN","Regular local school district","1539","210","5","10730","1832","0.170736"
"2015","3628500","SWEET HOME CENTRAL SCHOOL DISTRICT","New York","AMHERST","Regular local school district","3156","310","144","36555","3767","0.10305"
"2015","3628560","SYOSSET CENTRAL SCHOOL DISTRICT","New York","SYOSSET","Regular local school district","6270","774","127","34742","6772","0.194923"
"2015","3628590","SYRACUSE CITY SCHOOL DISTRICT","New York","SYRACUSE","Regular local school district","20934","4374","3060","145641","21852","0.15004"
"2015","3628620","TACONIC HILLS CENTRAL SCHOOL DISTRICT","New York","CRARYVILLE","Regular local school district","1396","227","12","11971","1660","0.138668"
"2015","3628650","UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS","New York","SLEEPY HOLLOW","Regular local school district","2762","362","404","20112","2993","0.148817"
"2015","3628680","TICONDEROGA CENTRAL SCHOOL DISTRICT","New York","TICONDEROGA","Regular local school district","831","159","Missing/not reported","5564","763","0.137132"
"2015","3628710","TIOGA CENTRAL SCHOOL DISTRICT","New York","TIOGA CENTER","Regular local school district","1032","122","Missing/not reported","5460","996","0.182418"
"2015","3628740","TONAWANDA CITY SCHOOL DISTRICT","New York","TONAWANDA","Regular local school district","1736","272","10","15223","2045","0.134336"
"2015","3628800","TOWN OF WEBB UNION FREE SCHOOL DISTRICT","New York","OLD FORGE","Regular local school district","273","33","Missing/not reported","2185","251","0.114874"
"2015","3628890","TRI-VALLEY CENTRAL SCHOOL DISTRICT","New York","GRAHAMSVILLE","Regular local school district","1075","163","Missing/not reported","6244","1065","0.170564"
"2015","3628950","TROY CITY SCHOOL DISTRICT","New York","TROY","Regular local school district","4071","890","101","41100","4773","0.116131"
"2015","3628980","TRUMANSBURG CENTRAL SCHOOL DISTRICT","New York","TRUMANSBURG","Regular local school district","1071","168","3","7415","1129","0.152259"
"2015","3629040","TUCKAHOE UNION FREE SCHOOL DISTRICT","New York","EASTCHESTER","Regular local school district","1100","154","50","7651","1182","0.15449"
"2015","3629070","TUCKAHOE COMMON SCHOOL DISTRICT","New York","SOUTHAMPTON","Regular local school district","348","41","78","3369","455","0.135055"
"2015","3629130","TULLY CENTRAL SCHOOL DISTRICT","New York","TULLY","Regular local school district","886","130","Missing/not reported","5977","1148","0.19207"
"2015","3629160","TUPPER LAKE CENTRAL SCHOOL DISTRICT","New York","TUPPER LAKE","Regular local school district","805","106","Missing/not reported","6169","860","0.139407"
"2015","3629190","TUXEDO UNION FREE SCHOOL DISTRICT","New York","TUXEDO PARK","Regular local school district","267","70","7","2685","395","0.147114"
"2015","3629240","OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT","New York","OTEGO","Regular local school district","926","167","4","6646","978","0.147156"
"2015","3629250","UNION SPRINGS CENTRAL SCHOOL DISTRICT","New York","UNION SPRINGS","Regular local school district","852","112","6","6106","990","0.162136"
"2015","3629280","UNIONDALE UNION FREE SCHOOL DISTRICT","New York","UNIONDALE","Regular local school district","6834","953","1238","42653","6258","0.146719"
"2015","3629370","UTICA CITY SCHOOL DISTRICT","New York","UTICA","Regular local school district","9966","1696","1641","61604","10195","0.165493"
"2015","3629400","VALHALLA UNION FREE SCHOOL DISTRICT","New York","VALHALLA","Regular local school district","1495","228","45","9881","1649","0.166886"
"2015","3629430","VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT","New York","VALLEY STREAM","Regular local school district","2058","305","91","28699","2222","0.0774243"
"2015","3629460","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","New York","VALLEY STREAM","Regular local school district","1105","158","87","14114","1141","0.0808417"
"2015","3629490","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","New York","VALLEY STREAM","Regular local school district","1547","182","132","17986","1516","0.0842878"
"2015","3629520","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","New York","VALLEY STREAM","Regular local school district","4523","677","106","60798","4920","0.0809237"
"2015","3629610","VESTAL CENTRAL SCHOOL DISTRICT","New York","VESTAL","Regular local school district","3353","471","53","31122","3932","0.126341"
"2015","3629640","VICTOR CENTRAL SCHOOL DISTRICT","New York","VICTOR","Regular local school district","4458","459","51","23059","4330","0.187779"
"2015","3629670","VOORHEESVILLE CENTRAL SCHOOL DISTRICT","New York","VOORHEESVILLE","Regular local school district","1173","156","4","7349","1223","0.166417"
"2015","3629760","WAINSCOTT COMMON SCHOOL DISTRICT","New York","WAINSCOTT","Regular local school district","22","13","7","663","98","0.147813"
"2015","3629790","WALLKILL CENTRAL SCHOOL DISTRICT","New York","WALLKILL","Regular local school district","3025","459","59","20492","3352","0.163576"
"2015","3629820","WALTON CENTRAL SCHOOL DISTRICT","New York","WALTON","Regular local school district","1001","175","3","6526","920","0.140975"
"2015","3629850","WANTAGH UNION FREE SCHOOL DISTRICT","New York","WANTAGH","Regular local school district","3038","466","21","18126","3606","0.198941"
"2015","3629880","WAPPINGERS CENTRAL SCHOOL DISTRICT","New York","HOPEWELL JUNCTION","Regular local school district","11168","1968","108","72803","12091","0.166078"
"2015","3629910","WARRENSBURG CENTRAL SCHOOL DISTRICT","New York","WARRENSBURG","Regular local school district","776","141","3","5716","787","0.137684"
"2015","3629940","WARSAW CENTRAL SCHOOL DISTRICT","New York","WARSAW","Regular local school district","870","112","5","6229","972","0.156044"
"2015","3629970","WARWICK VALLEY CENTRAL SCHOOL DISTRICT","New York","WARWICK","Regular local school district","3675","598","43","23965","4544","0.18961"
"2015","3630030","WASHINGTONVILLE CENTRAL SCHOOL DISTRICT","New York","WASHINGTONVILLE","Regular local school district","4207","594","44","24733","4763","0.192577"
"2015","3630060","WATERFORD-HALFMOON UNION FREE SCHOOL DISTRICT","New York","WATERFORD","Regular local school district","813","138","6","5959","832","0.139621"
"2015","3630120","WATERTOWN CITY SCHOOL DISTRICT","New York","WATERTOWN","Regular local school district","3962","706","54","31300","4466","0.142684"
"2015","3630160","WATERVILLE CENTRAL SCHOOL DISTRICT","New York","WATERVILLE","Regular local school district","788","102","3","5741","960","0.167218"
"2015","3630210","WATERVLIET CITY SCHOOL DISTRICT","New York","WATERVLIET","Regular local school district","1293","215","46","11196","1540","0.137549"
"2015","3630240","WATKINS GLEN CENTRAL SCHOOL DISTRICT","New York","WATKINS GLEN","Regular local school district","1109","155","8","8060","1124","0.139454"
"2015","3630270","WAVERLY CENTRAL SCHOOL DISTRICT","New York","WAVERLY","Regular local school district","1614","225","3","9799","1596","0.162874"
"2015","3630330","WAYNE CENTRAL SCHOOL DISTRICT","New York","ONTARIO CENTER","Regular local school district","2242","321","9","14701","2451","0.166723"
"2015","3630360","WEBSTER CENTRAL SCHOOL DISTRICT","New York","WEBSTER","Regular local school district","8442","891","140","56399","9607","0.17034"
"2015","3630390","NORTHEAST CENTRAL SCHOOL DISTRICT","New York","AMENIA","Regular local school district","769","148","61","6713","1144","0.170416"
"2015","3630420","WEEDSPORT CENTRAL SCHOOL DISTRICT","New York","WEEDSPORT","Regular local school district","828","150","3","5260","849","0.161407"
"2015","3630450","WELLS CENTRAL SCHOOL DISTRICT","New York","WELLS","Regular local school district","148","21","Missing/not reported","907","138","0.15215"
"2015","3630480","WELLSVILLE CENTRAL SCHOOL DISTRICT","New York","WELLSVILLE","Regular local school district","1323","210","3","8982","1371","0.152639"
"2015","3630540","WEST BABYLON UNION FREE SCHOOL DISTRICT","New York","WEST BABYLON","Regular local school district","4027","696","174","28075","4214","0.150098"
"2015","3630600","WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT","New York","NEWPORT","Regular local school district","700","91","3","4614","795","0.172302"
"2015","3630630","WEST GENESEE CENTRAL SCHOOL DISTRICT","New York","CAMILLUS","Regular local school district","4710","718","50","31510","5146","0.163313"
"2015","3630660","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","New York","WEST HEMPSTEAD","Regular local school district","2077","401","158","17393","3198","0.183867"
"2015","3630690","WEST ISLIP UNION FREE SCHOOL DISTRICT","New York","WEST ISLIP","Regular local school district","4512","918","25","28200","5196","0.184255"
"2015","3630760","WEST PARK UNION FREE SCHOOL DISTRICT","New York","WEST PARK","Regular local school district","","","","","",""
"2015","3630780","WEST SENECA CENTRAL SCHOOL DISTRICT","New York","WEST SENECA","Regular local school district","6700","1051","44","53840","7464","0.138633"
"2015","3630900","WEST VALLEY CENTRAL SCHOOL DISTRICT","New York","WEST VALLEY","Regular local school district","269","52","Missing/not reported","2172","355","0.163444"
"2015","3630930","MOUNT MARKHAM CENTRAL SCHOOL DISTRICT","New York","WEST WINFIELD","Regular local school district","1123","171","11","7127","1208","0.169496"
"2015","3630960","WESTBURY UNION FREE SCHOOL DISTRICT","New York","OLD WESTBURY","Regular local school district","5048","684","1568","26720","4109","0.15378"
"2015","3630990","WESTFIELD CENTRAL SCHOOL DISTRICT","New York","WESTFIELD","Regular local school district","673","94","6","4939","734","0.148613"
"2015","3631020","WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT","New York","WESTHAMPTON BEACH","Regular local school district","1813","241","105","5596","848","0.151537"
"2015","3631050","WESTMORELAND CENTRAL SCHOOL DISTRICT","New York","WESTMORELAND","Regular local school district","945","122","Missing/not reported","6312","991","0.157003"
"2015","3631080","WESTPORT CENTRAL SCHOOL DISTRICT","New York","WESTPORT","Regular local school district","222","39","Missing/not reported","1376","195","0.141715"
"2015","3631170","WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT","New York","SCOTTSVILLE","Regular local school district","664","99","8","5697","748","0.131297"
"2015","3631200","WHEELERVILLE UNION FREE SCHOOL DISTRICT","New York","CAROGA LAKE","Regular local school district","143","15","Missing/not reported","1241","180","0.145044"
"2015","3631260","WHITE PLAINS CITY SCHOOL DISTRICT","New York","WHITE PLAINS","Regular local school district","7070","1204","1044","58490","7871","0.13457"
"2015","3631290","WHITEHALL CENTRAL SCHOOL DISTRICT","New York","WHITEHALL","Regular local school district","783","160","Missing/not reported","4863","728","0.149702"
"2015","3631320","WHITESBORO CENTRAL SCHOOL DISTRICT","New York","WHITESBORO","Regular local school district","3242","568","29","25876","3628","0.140207"
"2015","3631350","WHITESVILLE CENTRAL SCHOOL DISTRICT","New York","WHITESVILLE","Regular local school district","253","30","Missing/not reported","1093","217","0.198536"
"2015","3631380","WHITNEY POINT CENTRAL SCHOOL DISTRICT","New York","WHITNEY POINT","Regular local school district","1469","256","Missing/not reported","8898","1432","0.160935"
"2015","3631410","NORTH GREENBUSH COMMON SCHOOL DISTRICT (WILLIAMS)","New York","RENSSELAER","Regular local school district","18","15","3","1758","179","0.10182"
"2015","3631440","WILLIAMSON CENTRAL SCHOOL DISTRICT","New York","WILLIAMSON","Regular local school district","1117","171","10","6679","1129","0.169037"
"2015","3631470","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT","New York","EAST AMHERST","Regular local school district","9972","1207","222","72980","11732","0.160756"
"2015","3631500","WILLSBORO CENTRAL SCHOOL DISTRICT","New York","WILLSBORO","Regular local school district","271","49","Missing/not reported","2540","293","0.115354"
"2015","3631560","WILSON CENTRAL SCHOOL DISTRICT","New York","WILSON","Regular local school district","1193","206","7","8281","1319","0.15928"
"2015","3631590","WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT","New York","WINDHAM","Regular local school district","302","35","4","3103","384","0.123751"
"2015","3631710","HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT","New York","WOODMERE","Regular local school district","3076","626","97","20723","3811","0.183902"
"2015","3631740","WORCESTER CENTRAL SCHOOL DISTRICT","New York","WORCESTER","Regular local school district","359","-9","Missing/not reported","2453","361","0.147167"
"2015","3631800","WYANDANCH UNION FREE SCHOOL DISTRICT","New York","WYANDANCH","Regular local school district","2545","493","522","11752","2251","0.191542"
"2015","3631830","WYNANTSKILL UNION FREE SCHOOL DISTRICT","New York","TROY","Regular local school district","337","77","3","3549","514","0.14483"
"2015","3631860","WYOMING CENTRAL SCHOOL DISTRICT","New York","WYOMING","Regular local school district","115","18","Missing/not reported","1706","278","0.162954"
"2015","3631920","YONKERS CITY SCHOOL DISTRICT","New York","YONKERS","Regular local school district","26728","4946","2995","201621","30571","0.151626"
"2015","3631950","YORK CENTRAL SCHOOL DISTRICT","New York","RETSOF","Regular local school district","706","134","10","5189","825","0.15899"
"2015","3631980","YORKTOWN CENTRAL SCHOOL DISTRICT","New York","YORKTOWN HEIGHTS","Regular local school district","3486","558","62","21232","4238","0.199604"
"2015","3632010","CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT","New York","CUBA","Regular local school district","864","149","3","6210","993","0.159903"
"2015","3680100","ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES","New York","ALBANY","Regional education service agency","","Missing/not reported","","","",""
"2015","3680140","BROOME-DELAWARE-TIOGA BOCES","New York","BINGHAMTON","Regional education service agency","","Missing/not reported","","","",""
"2015","3680150","CATTARAUGUS-ALLEGANY-ERIE-WYOMING BOCES","New York","OLEAN","Regional education service agency","","Missing/not reported","","","",""
"2015","3680180","CAYUGA-ONONDAGA BOCES","New York","AUBURN","Regional education service agency","","Missing/not reported","","","",""
"2015","3680220","CLINTON-ESSEX-WARREN-WASHINGTON BOCES","New York","PLATTSBURGH","Regional education service agency","","Missing/not reported","","","",""
"2015","3680260","DELAWARE-CHENANGO-MADISON-OTSEGO BOCES","New York","NORWICH","Regional education service agency","","Missing/not reported","","","",""
"2015","3680280","DUTCHESS BOCES","New York","POUGHKEEPSIE","Regional education service agency","","Missing/not reported","","","",""
"2015","3680300","ERIE 1 BOCES","New York","WEST SENECA","Regional education service agency","","Missing/not reported","","","",""
"2015","3680320","ERIE 2-CHAUTAUQUA-CATTARAUGUS BOCES","New York","ANGOLA","Regional education service agency","","Missing/not reported","","","",""
"2015","3680340","FRANKLIN-ESSEX-HAMILTON BOCES","New York","MALONE","Regional education service agency","","Missing/not reported","","","",""
"2015","3680380","OTSEGO-DELAWARE-SCHOHARIE-GREENE BOCES","New York","GRAND GORGE","Regional education service agency","","Missing/not reported","","","",""
"2015","3680400","HAMILTON-FULTON-MONTGOMERY BOCES","New York","JOHNSTOWN","Regional education service agency","","Missing/not reported","","","",""
"2015","3680420","HERKIMER-FULTON-HAMILTON-OTSEGO BOCES","New York","HERKIMER","Regional education service agency","","Missing/not reported","","","",""
"2015","3680440","JEFFERSON-LEWIS-HAMILTON-HERKIMER-ONEIDA BOCES","New York","WATERTOWN","Regional education service agency","","Missing/not reported","","","",""
"2015","3680460","GENESEE VALLEY BOCES","New York","LE ROY","Regional education service agency","","Missing/not reported","","","",""
"2015","3680480","MADISON-ONEIDA BOCES","New York","VERONA","Regional education service agency","","Missing/not reported","","","",""
"2015","3680500","MONROE 1 BOCES","New York","FAIRPORT","Regional education service agency","","Missing/not reported","","","",""
"2015","3680520","MONROE 2-ORLEANS BOCES","New York","SPENCERPORT","Regional education service agency","","Missing/not reported","","","",""
"2015","3680540","NASSAU BOCES","New York","GARDEN CITY","Regional education service agency","","Missing/not reported","","","",""
"2015","3680560","ONEIDA-HERKIMER-MADISON BOCES","New York","NEW HARTFORD","Regional education service agency","","Missing/not reported","","","",""
"2015","3680580","ONONDAGA-CORTLAND-MADISON BOCES","New York","SYRACUSE","Regional education service agency","","Missing/not reported","","","",""
"2015","3680600","ONTARIO-SENECA-YATES-CAYUGA-WAYNE BOCES","New York","NEWARK","Regional education service agency","","Missing/not reported","","","",""
"2015","3680620","ORANGE-ULSTER BOCES","New York","GOSHEN","Regional education service agency","","Missing/not reported","","","",""
"2015","3680640","ORLEANS-NIAGARA BOCES","New York","MEDINA","Regional education service agency","","Missing/not reported","","","",""
"2015","3680660","OSWEGO BOCES","New York","MEXICO","Regional education service agency","","Missing/not reported","","","",""
"2015","3680680","PUTNAM-WESTCHESTER BOCES","New York","YORKTOWN HEIGHTS","Regional education service agency","","Missing/not reported","","","",""
"2015","3680700","RENSSELAER-COLUMBIA-GREENE BOCES","New York","CASTLETON","Regional education service agency","","Missing/not reported","","","",""
"2015","3680720","ROCKLAND BOCES","New York","WEST NYACK","Regional education service agency","","Missing/not reported","","","",""
"2015","3680740","SAINT LAWRENCE-LEWIS BOCES","New York","CANTON","Regional education service agency","","Missing/not reported","","","",""
"2015","3680780","SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY BOCES","New York","PAINTED POST","Regional education service agency","","Missing/not reported","","","",""
"2015","3680820","EASTERN SUFFOLK BOCES","New York","PATCHOGUE","Regional education service agency","","Missing/not reported","","","",""
"2015","3680860","WESTERN SUFFOLK BOCES","New York","DIX HILLS","Regional education service agency","","Missing/not reported","","","",""
"2015","3680880","SULLIVAN BOCES","New York","LIBERTY","Regional education service agency","","Missing/not reported","","","",""
"2015","3680900","TOMPKINS-SENECA-TIOGA BOCES","New York","ITHACA","Regional education service agency","","Missing/not reported","","","",""
"2015","3680920","ULSTER BOCES","New York","NEW PALTZ","Regional education service agency","","Missing/not reported","","","",""
"2015","3680940","WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX BOCES","New York","FORT EDWARD","Regional education service agency","","Missing/not reported","","","",""
"2015","3680960","WESTCHESTER BOCES","New York","RYE BROOK","Regional education service agency","","Missing/not reported","","","",""
"2014","3600001","DOLGEVILLE CENTRAL SCHOOL DISTRICT","New York","DOLGEVILLE","Regular local school district","941","128","0","5285","914","0.172942"
"2014","3600002","SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT","New York","SAUQUOIT","Regular local school district","1050","140","6","6641","1090","0.164132"
"2014","3600003","EDWARDS-KNOX CENTRAL SCHOOL DISTRICT","New York","RUSSELL","Regular local school district","584","130","0","3386","587","0.173361"
"2014","3600004","ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT","New York","SCHENECTADY","Regular local school district","2818","433","25","20480","3087","0.150732"
"2014","3600005","BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT","New York","BROADALBIN","Regular local school district","1846","192","3","11026","1843","0.16715"
"2014","3600006","CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT","New York","CHERRY VALLEY","Regular local school district","501","98","0","3890","546","0.14036"
"2014","3600007","JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT","New York","JASPER","Regular local school district","538","77","0","3395","837","0.246539"
"2014","3600008","SOUTH COUNTRY CENTRAL SCHOOL DISTRICT","New York","EAST PATCHOGUE","Regular local school district","4632","703","314","30050","4775","0.158902"
"2014","3600009","SARANAC CENTRAL SCHOOL DISTRICT","New York","DANNEMORA","Regular local school district","1478","239","3","12964","1590","0.122647"
"2014","3600010","COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT","New York","COBLESKILL","Regular local school district","1842","172","4","13781","1907","0.138379"
"2014","3600011","WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT","New York","WAYLAND","Regular local school district","1412","159","0","9309","1512","0.162423"
"2014","3600012","BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT","New York","BOLIVAR","Regular local school district","846","120","0","4435","777","0.175197"
"2014","3600013","ONEIDA CITY SCHOOL DISTRICT","New York","ONEIDA","Regular local school district","2292","380","4","15361","2493","0.162294"
"2014","3600014","WATERLOO CENTRAL SCHOOL DISTRICT","New York","WATERLOO","Regular local school district","1709","279","3","11955","1903","0.15918"
"2014","3600015","ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT","New York","ALLEGANY","Regular local school district","1176","142","3","9275","1277","0.137682"
"2014","3600016","AVERILL PARK CENTRAL SCHOOL DISTRICT","New York","AVERILL PARK","Regular local school district","2964","541","11","19311","3407","0.176428"
"2014","3600017","GENESEE VALLEY CENTRAL SCHOOL DISTRICT","New York","BELMONT","Regular local school district","570","92","0","3936","648","0.164634"
"2014","3600018","CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT","New York","MAYVILLE","Regular local school district","925","114","0","5659","847","0.149673"
"2014","3600019","UNADILLA VALLEY CENTRAL SCHOOL DISTRICT","New York","NEW BERLIN","Regular local school district","815","140","0","5490","848","0.154463"
"2014","3600020","CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT","New York","CAMPBELL","Regular local school district","863","137","0","5613","1008","0.179583"
"2014","3600021","MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT","New York","CUTCHOGUE","Regular local school district","1310","198","54","9253","1449","0.156598"
"2014","3600023","SULLIVAN WEST CENTRAL SCHOOL DISTRICT","New York","JEFFERSONVILLE","Regular local school district","1137","111","5","10357","1427","0.137781"
"2014","3600024","CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT","New York","CATTARAUGUS","Regular local school district","940","183","0","","",""
"2014","3600025","CHARTER SCHOOL FOR APPLIED TECHNOLOGIES","New York","BUFFALO","Charter agency","1935","Missing/not reported","46","","",""
"2014","3600026","EUGENIO MARIA DE HOSTOS CHARTER SCHOOL","New York","ROCHESTER","Charter agency","409","Missing/not reported","42","","",""
"2014","3600029","GENESEE COMMUNITY CHARTER SCHOOL","New York","ROCHESTER","Charter agency","216","Missing/not reported","3","","",""
"2014","3600030","ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL","New York","ROOSEVELT","Charter agency","636","Missing/not reported","0","","",""
"2014","3600032","BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS","New York","ALBANY","Charter agency","288","Missing/not reported","6","","",""
"2014","3600033","BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS","New York","ALBANY","Charter agency","277","Missing/not reported","8","","",""
"2014","3600035","KING CENTER CHARTER SCHOOL","New York","BUFFALO","Charter agency","367","Missing/not reported","10","","",""
"2014","3600036","SOUTH BUFFALO CHARTER SCHOOL","New York","BUFFALO","Charter agency","804","Missing/not reported","8","","",""
"2014","3600038","TAPESTRY CHARTER SCHOOL","New York","BUFFALO","Charter agency","795","Missing/not reported","16","","",""
"2014","3600039","AMBER CHARTER SCHOOL","New York","NEW YORK","Charter agency","497","Missing/not reported","0","","",""
"2014","3600040","ARK COMMUNITY CHARTER SCHOOL","New York","TROY","Charter agency","","","","","",""
"2014","3600041","BEGINNING WITH CHILDREN CHARTER SCHOOL","New York","BROOKLYN","Charter agency","403","Missing/not reported","0","","",""
"2014","3600042","BRONX PREPARATORY CHARTER SCHOOL","New York","BRONX","Charter agency","764","Missing/not reported","0","","",""
"2014","3600044","CHILD DEVELOPMENT CENTER OF THE HAMPTONS CHARTER SCHOOL","New York","WAINSCOTT","Charter agency","67","Missing/not reported","5","","",""
