"year","leaid","lea_name","state_name","city_location","agency_type","enrollment","spec_ed_students","english_language_learners","est_population_total","est_population_5_17","est_population_5_17_pct"
"2013","3619920","MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT","New York","MORRISVILLE","Regular local school district","745","110","1","6625","851","0.128453"
"2013","3619950","BEDFORD CENTRAL SCHOOL DISTRICT","New York","BEDFORD","Regular local school district","4425","531","418","29238","5304","0.181408"
"2013","3620010","MOUNT MORRIS CENTRAL SCHOOL DISTRICT","New York","MOUNT MORRIS","Regular local school district","516","98","40","5758","540","0.0937826"
"2013","3620040","MOUNT SINAI UNION FREE SCHOOL DISTRICT","New York","MOUNT SINAI","Regular local school district","2443","297","10","13041","2556","0.195997"
"2013","3620100","MOUNT VERNON SCHOOL DISTRICT","New York","MOUNT VERNON","Regular local school district","8456","1797","636","68686","10862","0.15814"
"2013","3620160","MOUNT PLEASANT CENTRAL SCHOOL DISTRICT","New York","THORNWOOD","Regular local school district","1953","328","25","13224","2666","0.201603"
"2013","3620170","MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT","New York","VALHALLA","Regular local school district","104","97","0","","",""
"2013","3620190","NANUET UNION FREE SCHOOL DISTRICT","New York","NANUET","Regular local school district","2244","277","98","13866","2493","0.179792"
"2013","3620220","NAPLES CENTRAL SCHOOL DISTRICT","New York","NAPLES","Regular local school district","749","125","5","5320","851","0.159962"
"2013","3620340","CLARKSTOWN CENTRAL SCHOOL DISTRICT","New York","NEW CITY","Regular local school district","8602","1342","175","49961","9648","0.193111"
"2013","3620370","NEW HARTFORD CENTRAL SCHOOL DISTRICT","New York","NEW HARTFORD","Regular local school district","2606","261","26","16882","2589","0.153359"
"2013","3620400","NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT","New York","NEW HYDE PARK","Regular local school district","1670","211","92","22958","1811","0.0788832"
"2013","3620430","NEW LEBANON CENTRAL SCHOOL DISTRICT","New York","NEW LEBANON","Regular local school district","425","51","0","4167","590","0.141589"
"2013","3620460","NEW PALTZ CENTRAL SCHOOL DISTRICT","New York","NEW PALTZ","Regular local school district","2261","379","46","19409","2326","0.119841"
"2013","3620490","NEW ROCHELLE CITY SCHOOL DISTRICT","New York","NEW ROCHELLE","Regular local school district","10922","1514","1047","78661","12668","0.161045"
"2013","3620520","NEW SUFFOLK COMMON SCHOOL DISTRICT","New York","NEW SUFFOLK","Regular local school district","18","0","0","350","27","0.0771429"
"2013","3620580","NEW YORK CITY PUBLIC SCHOOLS","New York","NEW YORK","Supervisory union","81","0","0","8405837","1229623","0.146282"
"2013","3620610","NEW YORK MILLS UNION FREE SCHOOL DISTRICT","New York","NEW YORK MILLS","Regular local school district","580","64","7","5518","685","0.124139"
"2013","3620640","NEWARK CENTRAL SCHOOL DISTRICT","New York","NEWARK","Regular local school district","2160","295","38","14983","2307","0.153975"
"2013","3620670","NEWARK VALLEY CENTRAL SCHOOL DISTRICT","New York","NEWARK VALLEY","Regular local school district","1270","187","1","7664","1307","0.170538"
"2013","3620700","NEWBURGH CITY SCHOOL DISTRICT","New York","NEWBURGH","Regular local school district","11495","1928","1491","66393","11985","0.180516"
"2013","3620730","NEWCOMB CENTRAL SCHOOL DISTRICT","New York","NEWCOMB","Regular local school district","107","11","0","429","55","0.128205"
"2013","3620760","NEWFANE CENTRAL SCHOOL DISTRICT","New York","BURT","Regular local school district","1678","260","0","10486","1827","0.174232"
"2013","3620790","NEWFIELD CENTRAL SCHOOL DISTRICT","New York","NEWFIELD","Regular local school district","804","174","1","5557","936","0.168436"
"2013","3620820","NIAGARA FALLS CITY SCHOOL DISTRICT","New York","NIAGARA FALLS","Regular local school district","7110","1333","73","49657","7512","0.151278"
"2013","3620850","NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT","New York","NIAGARA FALLS","Regular local school district","3816","456","27","27279","4331","0.158767"
"2013","3620880","NISKAYUNA CENTRAL SCHOOL DISTRICT","New York","SCHENECTADY","Regular local school district","4100","452","57","23237","4273","0.183888"
"2013","3620910","NORTH BABYLON UNION FREE SCHOOL DISTRICT","New York","NORTH BABYLON","Regular local school district","4699","807","150","30181","4952","0.164077"
"2013","3620940","NORTH BELLMORE UNION FREE SCHOOL DISTRICT","New York","BELLMORE","Regular local school district","2114","377","36","26327","2217","0.0842101"
"2013","3620970","NORTH COLLINS CENTRAL SCHOOL DISTRICT","New York","NORTH COLLINS","Regular local school district","609","112","0","4190","706","0.168496"
"2013","3621000","NORTH COLONIE CSD","New York","LATHAM","Regular local school district","5354","836","143","","",""
"2013","3621120","NORTH MERRICK UNION FREE SCHOOL DISTRICT","New York","MERRICK","Regular local school district","1227","146","18","14185","1306","0.0920691"
"2013","3621180","NORTH SALEM CENTRAL SCHOOL DISTRICT","New York","NORTH SALEM","Regular local school district","1169","162","19","7554","1486","0.196717"
"2013","3621210","NORTH SYRACUSE CENTRAL SCHOOL DISTRICT","New York","NORTH SYRACUSE","Regular local school district","9064","1346","97","59198","10160","0.171627"
"2013","3621240","NORTH TONAWANDA CITY SCHOOL DISTRICT","New York","NORTH TONAWANDA","Regular local school district","3710","810","36","31243","4254","0.136158"
"2013","3621250","NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT","New York","CHAMPLAIN","Regular local school district","1340","276","0","8966","1433","0.159826"
"2013","3621260","NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT","New York","ELLENBURG DEPOT","Regular local school district","844","152","0","6527","930","0.142485"
"2013","3621270","NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT","New York","NORTHPORT","Regular local school district","5901","888","87","36268","6787","0.187135"
"2013","3621300","NORTHVILLE CENTRAL SCHOOL DISTRICT","New York","NORTHVILLE","Regular local school district","453","61","0","2931","414","0.141249"
"2013","3621330","NORWICH CITY SCHOOL DISTRICT","New York","NORWICH","Regular local school district","1895","329","6","13110","2136","0.162929"
"2013","3621360","NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT","New York","NORWOOD","Regular local school district","1055","163","0","6653","1099","0.165189"
"2013","3621450","DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA)","New York","NUNDA","Regular local school district","754","106","2","5147","862","0.167476"
"2013","3621480","NYACK UNION FREE SCHOOL DISTRICT","New York","NYACK","Regular local school district","2945","429","157","24222","3489","0.144043"
"2013","3621510","OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT","New York","OAKFIELD","Regular local school district","867","89","11","5353","964","0.180086"
"2013","3621540","FIRE ISLAND UNION FREE SCHOOL DISTRICT","New York","FIRE ISLAND","Regular local school district","37","3","2","413","46","0.11138"
"2013","3621570","OCEANSIDE UNION FREE SCHOOL DISTRICT","New York","OCEANSIDE","Regular local school district","5678","744","178","37189","6179","0.166151"
"2013","3621630","ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT","New York","ODESSA","Regular local school district","767","111","2","5727","847","0.147896"
"2013","3621660","OGDENSBURG CITY SCHOOL DISTRICT","New York","OGDENSBURG","Regular local school district","1658","281","0","11576","1729","0.149361"
"2013","3621720","OLEAN CITY SCHOOL DISTRICT","New York","OLEAN","Regular local school district","2226","414","1","15557","2437","0.15665"
"2013","3621780","ONEONTA CITY SCHOOL DISTRICT","New York","ONEONTA","Regular local school district","1782","343","7","20222","1858","0.0918801"
"2013","3621810","ONONDAGA CENTRAL SCHOOL DISTRICT","New York","NEDROW","Regular local school district","885","133","0","5845","1024","0.175192"
"2013","3621840","ONTEORA CENTRAL SCHOOL DISTRICT","New York","BOICEVILLE","Regular local school district","1413","291","28","15246","1847","0.121147"
"2013","3621870","OPPENHEIM-EPHRATAH CENTRAL SCHOOL DISTRICT","New York","ST JOHNSVILLE","Regular local school district","Not applicable","Not applicable","Not applicable","","",""
"2013","3621900","ORCHARD PARK CENTRAL SCHOOL DISTRICT","New York","WEST SENECA","Regular local school district","4964","821","15","33016","5956","0.180397"
"2013","3621930","OYSTERPONDS UNION FREE SCHOOL DISTRICT","New York","ORIENT","Regular local school district","80","11","2","1612","179","0.111042"
"2013","3621960","ORISKANY CENTRAL SCHOOL DISTRICT","New York","ORISKANY","Regular local school district","630","81","1","4821","751","0.155777"
"2013","3622020","OSSINING UNION FREE SCHOOL DISTRICT","New York","OSSINING","Regular local school district","4742","627","422","34940","5004","0.143217"
"2013","3622050","OSWEGO CITY SCHOOL DISTRICT","New York","OSWEGO","Regular local school district","4005","660","41","32834","4205","0.128068"
"2013","3622100","GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT","New York","SOUTH OTSELIC","Regular local school district","338","58","0","2693","510","0.18938"
"2013","3622140","SOUTH SENECA CENTRAL SCHOOL DISTRICT","New York","OVID","Regular local school district","750","177","0","7181","1069","0.148865"
"2013","3622170","OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT","New York","OWEGO","Regular local school district","2191","401","9","14355","2295","0.159875"
"2013","3622200","VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT","New York","VAN HORNESVILLE","Regular local school district","184","25","0","1624","292","0.179803"
"2013","3622260","OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT","New York","OXFORD","Regular local school district","779","97","0","5255","829","0.157755"
"2013","3622290","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT","New York","OYSTER BAY","Regular local school district","1667","248","85","13330","2217","0.166317"
"2013","3622380","PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT","New York","PALMYRA","Regular local school district","1970","277","4","12895","2078","0.161148"
"2013","3622410","PANAMA CENTRAL SCHOOL DISTRICT","New York","PANAMA","Regular local school district","530","79","1","3455","612","0.177135"
"2013","3622440","PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT","New York","PARISHVILLE","Regular local school district","461","62","0","2907","525","0.180599"
"2013","3622470","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT","New York","PATCHOGUE","Regular local school district","7886","1125","833","53156","8216","0.154564"
"2013","3622500","PAVILION CENTRAL SCHOOL DISTRICT","New York","PAVILION","Regular local school district","746","90","1","4667","771","0.165202"
"2013","3622530","PAWLING CENTRAL SCHOOL DISTRICT","New York","PAWLING","Regular local school district","1265","202","40","8994","1634","0.181677"
"2013","3622560","PEARL RIVER UNION FREE SCHOOL DISTRICT","New York","PEARL RIVER","Regular local school district","2577","356","33","16024","2956","0.184473"
"2013","3622650","PEEKSKILL CITY SCHOOL DISTRICT","New York","PEEKSKILL","Regular local school district","3231","700","585","24072","3584","0.148887"
"2013","3622680","PELHAM UNION FREE SCHOOL DISTRICT","New York","PELHAM","Regular local school district","2817","337","30","12653","2924","0.231091"
"2013","3622710","PENFIELD CENTRAL SCHOOL DISTRICT","New York","ROCHESTER","Regular local school district","4475","443","54","30906","5104","0.165146"
"2013","3622740","PENN YAN CENTRAL SCHOOL DISTRICT","New York","PENN YAN","Regular local school district","1509","260","13","15108","2337","0.154686"
"2013","3622770","PERRY CENTRAL SCHOOL DISTRICT","New York","PERRY","Regular local school district","854","130","7","6124","940","0.153494"
"2013","3622830","PERU CENTRAL SCHOOL DISTRICT","New York","PERU","Regular local school district","1949","-9","0","12911","2188","0.169468"
"2013","3622890","PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT","New York","CLIFTON SPRINGS","Regular local school district","1631","269","23","11601","1941","0.167313"
"2013","3622920","PHOENIX CENTRAL SCHOOL DISTRICT","New York","PHOENIX","Regular local school district","1879","212","0","12106","2068","0.170824"
"2013","3623010","PINE BUSH CENTRAL SCHOOL DISTRICT","New York","PINE BUSH","Regular local school district","5590","858","82","33216","5977","0.179943"
"2013","3623040","PINE PLAINS CENTRAL SCHOOL DISTRICT","New York","PINE PLAINS","Regular local school district","990","160","10","9018","1263","0.140053"
"2013","3623070","PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON)","New York","SOUTH DAYTON","Regular local school district","645","84","1","4384","972","0.221715"
"2013","3623130","PISECO COMMON SCHOOL DISTRICT","New York","PISECO","Regular local school district","Not applicable","Not applicable","Not applicable","303","45","0.148515"
"2013","3623160","PITTSFORD CENTRAL SCHOOL DISTRICT","New York","PITTSFORD","Regular local school district","5858","609","27","34063","6444","0.189179"
"2013","3623190","PLAINEDGE UNION FREE SCHOOL DISTRICT","New York","N MASSAPEQUA","Regular local school district","3185","406","28","19426","3405","0.175281"
"2013","3623220","PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT","New York","PLAINVIEW","Regular local school district","4879","796","31","28941","5211","0.180056"
"2013","3623280","PLATTSBURGH CITY SCHOOL DISTRICT","New York","PLATTSBURGH","Regular local school district","1854","395","13","19858","1865","0.0939168"
"2013","3623310","PLEASANTVILLE UNION FREE SCHOOL DISTRICT","New York","PLEASANTVILLE","Regular local school district","1781","253","33","8272","1749","0.211436"
"2013","3623340","POCANTICO HILLS CENTRAL SCHOOL DISTRICT","New York","SLEEPY HOLLOW","Regular local school district","287","44","5","4498","509","0.113161"
"2013","3623370","POLAND CENTRAL SCHOOL DISTRICT","New York","POLAND","Regular local school district","619","83","2","4300","706","0.164186"
"2013","3623430","PORT BYRON CENTRAL SCHOOL DISTRICT","New York","PORT BYRON","Regular local school district","998","149","0","6354","1101","0.173277"
"2013","3623460","PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT","New York","PORT CHESTER","Regular local school district","4428","627","1125","32573","4829","0.148252"
"2013","3623490","PORT JEFFERSON UNION FREE SCHOOL DISTRICT","New York","PORT JEFFERSON","Regular local school district","1202","146","16","7602","1273","0.167456"
"2013","3623520","PORT JERVIS CITY SCHOOL DISTRICT","New York","PORT JERVIS","Regular local school district","2785","575","26","17614","3013","0.171057"
"2013","3623580","PORT WASHINGTON UNION FREE SCHOOL DISTRICT","New York","PORT WASHINGTON","Regular local school district","5238","897","370","31359","5483","0.174846"
"2013","3623640","PORTVILLE CENTRAL SCHOOL DISTRICT","New York","PORTVILLE","Regular local school district","986","106","1","4905","860","0.175331"
"2013","3623670","POTSDAM CENTRAL SCHOOL DISTRICT","New York","POTSDAM","Regular local school district","1313","172","5","14871","1514","0.101809"
"2013","3623760","POUGHKEEPSIE CITY SCHOOL DISTRICT","New York","POUGHKEEPSIE","Regular local school district","4442","841","409","30845","4541","0.14722"
"2013","3623790","PRATTSBURGH CENTRAL SCHOOL DISTRICT","New York","PRATTSBURGH","Regular local school district","428","53","0","2830","462","0.163251"
"2013","3623880","PULASKI CENTRAL SCHOOL DISTRICT","New York","PULASKI","Regular local school district","1142","161","0","5920","1036","0.175"
"2013","3623970","PUTNAM CENTRAL SCHOOL DISTRICT","New York","PUTNAM STATION","Regular local school district","37","0","0","648","100","0.154321"
