"year","leaid","lea_name","state_name","city_location","agency_type","enrollment"
"2013","3615900","JOHNSON CITY CENTRAL SCHOOL DISTRICT","New York","JOHNSON CITY","Regular local school district","2574"
"2013","3615980","JOHNSTOWN CITY SCHOOL DISTRICT","New York","JOHNSTOWN","Regular local school district","1797"
"2013","3615990","JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT","New York","JORDAN","Regular local school district","1401"
"2013","3616080","KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT","New York","GOLDENS BRIDGE","Regular local school district","3388"
"2013","3616140","KEENE CENTRAL SCHOOL DISTRICT","New York","KEENE VALLEY","Regular local school district","168"
"2013","3616170","AUSABLE VALLEY CENTRAL SCHOOL DISTRICT","New York","CLINTONVILLE","Regular local school district","1179"
"2013","3616200","KENDALL CENTRAL SCHOOL DISTRICT","New York","KENDALL","Regular local school district","772"
"2013","3616230","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT","New York","BUFFALO","Regular local school district","7193"
"2013","3616260","KINGS PARK CENTRAL SCHOOL DISTRICT","New York","KINGS PARK","Regular local school district","3676"
"2013","3616290","KINGSTON CITY SCHOOL DISTRICT","New York","KINGSTON","Regular local school district","6576"
"2013","3616380","LA FARGEVILLE CENTRAL SCHOOL DISTRICT","New York","LA FARGEVILLE","Regular local school district","573"
"2013","3616410","LAFAYETTE CENTRAL SCHOOL DISTRICT","New York","LAFAYETTE","Regular local school district","857"
"2013","3616440","LACKAWANNA CITY SCHOOL DISTRICT","New York","LACKAWANNA","Regular local school district","1740"
"2013","3616470","LAKE GEORGE CENTRAL SCHOOL DISTRICT","New York","LAKE GEORGE","Regular local school district","843"
"2013","3616500","LAKE PLACID CENTRAL SCHOOL DISTRICT","New York","LAKE PLACID","Regular local school district","657"
"2013","3616530","LAKE PLEASANT CENTRAL SCHOOL DISTRICT","New York","SPECULATOR","Regular local school district","123"
"2013","3616560","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)","New York","ANGOLA","Regular local school district","2527"
"2013","3616620","LAKELAND CENTRAL SCHOOL DISTRICT","New York","SHRUB OAK","Regular local school district","6036"
"2013","3616680","LANCASTER CENTRAL SCHOOL DISTRICT","New York","LANCASTER","Regular local school district","5789"
"2013","3616710","LANSING CENTRAL SCHOOL DISTRICT","New York","LANSING","Regular local school district","1139"
"2013","3616740","LANSINGBURGH CENTRAL SCHOOL DISTRICT","New York","TROY","Regular local school district","2415"
"2013","3616800","LAURENS CENTRAL SCHOOL DISTRICT","New York","LAURENS","Regular local school district","339"
"2013","3616830","LAWRENCE UNION FREE SCHOOL DISTRICT","New York","LAWRENCE","Regular local school district","2904"
"2013","3616950","LE ROY CENTRAL SCHOOL DISTRICT","New York","LE ROY","Regular local school district","1282"
"2013","3616960","NORTH WARREN CENTRAL SCHOOL DISTRICT","New York","CHESTERTOWN","Regular local school district","545"
"2013","3616980","NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT","New York","WOLCOTT","Regular local school district","1239"
"2013","3617130","LETCHWORTH CENTRAL SCHOOL DISTRICT","New York","GAINESVILLE","Regular local school district","920"
"2013","3617160","LEVITTOWN UNION FREE SCHOOL DISTRICT","New York","LEVITTOWN","Regular local school district","7331"
"2013","3617190","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","New York","YOUNGSTOWN","Regular local school district","2088"
"2013","3617220","LIBERTY CENTRAL SCHOOL DISTRICT","New York","LIBERTY","Regular local school district","1632"
"2013","3617380","LINDENHURST UNION FREE SCHOOL DISTRICT","New York","LINDENHURST","Regular local school district","6282"
"2013","3617400","LITTLE FLOWER UNION FREE SCHOOL DISTRICT","New York","WADING RIVER","Regular local school district","104"
"2013","3617430","LISBON CENTRAL SCHOOL DISTRICT","New York","LISBON","Regular local school district","602"
"2013","3617460","LITTLE FALLS CITY SCHOOL DISTRICT","New York","LITTLE FALLS","Regular local school district","1128"
"2013","3617520","LIVERPOOL CENTRAL SCHOOL DISTRICT","New York","LIVERPOOL","Regular local school district","7227"
"2013","3617580","LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT","New York","LIVINGSTON MANOR","Regular local school district","447"
"2013","3617640","LIVONIA CENTRAL SCHOOL DISTRICT","New York","LIVONIA","Regular local school district","1714"
"2013","3617670","LOCKPORT CITY SCHOOL DISTRICT","New York","LOCKPORT","Regular local school district","4914"
"2013","3617700","LOCUST VALLEY CENTRAL SCHOOL DISTRICT","New York","LOCUST VALLEY","Regular local school district","2169"
"2013","3617730","LONG BEACH CITY SCHOOL DISTRICT","New York","LONG BEACH","Regular local school district","3583"
"2013","3617760","LONG LAKE CENTRAL SCHOOL DISTRICT","New York","LONG LAKE","Regular local school district","66"
"2013","3617820","LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT","New York","LOWVILLE","Regular local school district","1420"
"2013","3617880","LYME CENTRAL SCHOOL DISTRICT","New York","CHAUMONT","Regular local school district","370"
"2013","3617910","LYNBROOK UNION FREE SCHOOL DISTRICT","New York","LYNBROOK","Regular local school district","2828"
"2013","3617940","LYNCOURT UNION FREE SCHOOL DISTRICT","New York","SYRACUSE","Regular local school district","327"
"2013","3617970","LYNDONVILLE CENTRAL SCHOOL DISTRICT","New York","LYNDONVILLE","Regular local school district","615"
"2013","3618030","LYONS CENTRAL SCHOOL DISTRICT","New York","LYONS","Regular local school district","886"
"2013","3618080","MADISON CENTRAL SCHOOL DISTRICT","New York","MADISON","Regular local school district","484"
"2013","3618090","MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT","New York","MADRID","Regular local school district","722"
"2013","3618120","MAHOPAC CENTRAL SCHOOL DISTRICT","New York","MAHOPAC","Regular local school district","4667"
"2013","3618150","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","New York","ENDWELL","Regular local school district","2442"
"2013","3618180","MALONE CENTRAL SCHOOL DISTRICT","New York","MALONE","Regular local school district","2282"
"2013","3618210","MALVERNE UNION FREE SCHOOL DISTRICT","New York","MALVERNE","Regular local school district","1674"
"2013","3618240","MAMARONECK UNION FREE SCHOOL DISTRICT","New York","MAMARONECK","Regular local school district","5244"
"2013","3618270","MANHASSET UNION FREE SCHOOL DISTRICT","New York","MANHASSET","Regular local school district","3298"
"2013","3618330","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT","New York","MANLIUS","Regular local school district","4236"
"2013","3618450","MARATHON CENTRAL SCHOOL DISTRICT","New York","MARATHON","Regular local school district","736"
"2013","3618480","MARCELLUS CENTRAL SCHOOL DISTRICT","New York","MARCELLUS","Regular local school district","1754"
"2013","3618510","MARGARETVILLE CENTRAL SCHOOL DISTRICT","New York","MARGARETVILLE","Regular local school district","359"
"2013","3618540","MARION CENTRAL SCHOOL DISTRICT","New York","MARION","Regular local school district","795"
"2013","3618570","MARLBORO CENTRAL SCHOOL DISTRICT","New York","MILTON","Regular local school district","1961"
"2013","3618600","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT","New York","CHEEKTOWAGA","Regular local school district","2227"
"2013","3618630","MASSAPEQUA UNION FREE SCHOOL DISTRICT","New York","MASSAPEQUA","Regular local school district","7481"
"2013","3618660","MASSENA CENTRAL SCHOOL DISTRICT","New York","MASSENA","Regular local school district","2924"
"2013","3618690","WILLIAM FLOYD UNION FREE SCHOOL DISTRICT","New York","MASTIC BEACH","Regular local school district","8825"
"2013","3618750","MAYFIELD CENTRAL SCHOOL DISTRICT","New York","MAYFIELD","Regular local school district","938"
"2013","3618840","MCGRAW CENTRAL SCHOOL DISTRICT","New York","MCGRAW","Regular local school district","518"
"2013","3618900","MECHANICVILLE CITY SCHOOL DISTRICT","New York","MECHANICVILLE","Regular local school district","1361"
"2013","3618960","MEDINA CENTRAL SCHOOL DISTRICT","New York","MEDINA","Regular local school district","1730"
"2013","3618990","MENANDS UNION FREE SCHOOL DISTRICT","New York","MENANDS","Regular local school district","259"
"2013","3619020","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","New York","NORTH MERRICK","Regular local school district","5698"
"2013","3619110","MERRICK UNION FREE SCHOOL DISTRICT","New York","MERRICK","Regular local school district","1514"
"2013","3619170","MEXICO CENTRAL SCHOOL DISTRICT","New York","MEXICO","Regular local school district","2161"
"2013","3619200","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT","New York","CENTEREACH","Regular local school district","10299"
"2013","3619230","LONGWOOD CENTRAL SCHOOL DISTRICT","New York","MIDDLE ISLAND","Regular local school district","9038"
"2013","3619260","MIDDLEBURGH CENTRAL SCHOOL DISTRICT","New York","MIDDLEBURGH","Regular local school district","812"
"2013","3619320","MIDDLETOWN CITY SCHOOL DISTRICT","New York","MIDDLETOWN","Regular local school district","7141"
"2013","3619350","MILFORD CENTRAL SCHOOL DISTRICT","New York","MILFORD","Regular local school district","429"
"2013","3619380","MILLBROOK CENTRAL SCHOOL DISTRICT","New York","MILLBROOK","Regular local school district","1094"
"2013","3619410","MILLER PLACE UNION FREE SCHOOL DISTRICT","New York","MILLER PLACE","Regular local school district","2842"
"2013","3619500","MINEOLA UNION FREE SCHOOL DISTRICT","New York","MINEOLA","Regular local school district","2778"
"2013","3619530","MINERVA CENTRAL SCHOOL DISTRICT","New York","OLMSTEDVILLE","Regular local school district","119"
"2013","3619560","MINISINK VALLEY CENTRAL SCHOOL DISTRICT","New York","SLATE HILL","Regular local school district","4021"
"2013","3619590","MOHAWK CENTRAL SCHOOL DISTRICT","New York","MOHAWK","Regular local school district","Not applicable"
"2013","3619650","MONROE-WOODBURY CENTRAL SCHOOL DISTRICT","New York","CENTRAL VALLEY","Regular local school district","6993"
"2013","3619680","VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY)","New York","MONTGOMERY","Regular local school district","4374"
"2013","3619710","MONTAUK UNION FREE SCHOOL DISTRICT","New York","MONTAUK","Regular local school district","358"
"2013","3619740","MONTICELLO CENTRAL SCHOOL DISTRICT","New York","MONTICELLO","Regular local school district","3034"
"2013","3619800","MORAVIA CENTRAL SCHOOL DISTRICT","New York","MORAVIA","Regular local school district","967"
"2013","3619830","MORIAH CENTRAL SCHOOL DISTRICT","New York","PORT HENRY","Regular local school district","745"
"2013","3619860","MORRIS CENTRAL SCHOOL DISTRICT","New York","MORRIS","Regular local school district","404"
"2013","3619890","MORRISTOWN CENTRAL SCHOOL DISTRICT","New York","MORRISTOWN","Regular local school district","345"
"2013","3619920","MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT","New York","MORRISVILLE","Regular local school district","745"
"2013","3619950","BEDFORD CENTRAL SCHOOL DISTRICT","New York","BEDFORD","Regular local school district","4425"
"2013","3620010","MOUNT MORRIS CENTRAL SCHOOL DISTRICT","New York","MOUNT MORRIS","Regular local school district","516"
"2013","3620040","MOUNT SINAI UNION FREE SCHOOL DISTRICT","New York","MOUNT SINAI","Regular local school district","2443"
"2013","3620100","MOUNT VERNON SCHOOL DISTRICT","New York","MOUNT VERNON","Regular local school district","8456"
"2013","3620160","MOUNT PLEASANT CENTRAL SCHOOL DISTRICT","New York","THORNWOOD","Regular local school district","1953"
"2013","3620170","MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT","New York","VALHALLA","Regular local school district","104"
"2013","3620190","NANUET UNION FREE SCHOOL DISTRICT","New York","NANUET","Regular local school district","2244"
"2013","3620220","NAPLES CENTRAL SCHOOL DISTRICT","New York","NAPLES","Regular local school district","749"
"2013","3620340","CLARKSTOWN CENTRAL SCHOOL DISTRICT","New York","NEW CITY","Regular local school district","8602"
"2013","3620370","NEW HARTFORD CENTRAL SCHOOL DISTRICT","New York","NEW HARTFORD","Regular local school district","2606"
"2013","3620400","NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT","New York","NEW HYDE PARK","Regular local school district","1670"
"2013","3620430","NEW LEBANON CENTRAL SCHOOL DISTRICT","New York","NEW LEBANON","Regular local school district","425"
"2013","3620460","NEW PALTZ CENTRAL SCHOOL DISTRICT","New York","NEW PALTZ","Regular local school district","2261"
"2013","3620490","NEW ROCHELLE CITY SCHOOL DISTRICT","New York","NEW ROCHELLE","Regular local school district","10922"
"2013","3620520","NEW SUFFOLK COMMON SCHOOL DISTRICT","New York","NEW SUFFOLK","Regular local school district","18"
"2013","3620580","NEW YORK CITY PUBLIC SCHOOLS","New York","NEW YORK","Supervisory union","81"
"2013","3620610","NEW YORK MILLS UNION FREE SCHOOL DISTRICT","New York","NEW YORK MILLS","Regular local school district","580"
"2013","3620640","NEWARK CENTRAL SCHOOL DISTRICT","New York","NEWARK","Regular local school district","2160"
"2013","3620670","NEWARK VALLEY CENTRAL SCHOOL DISTRICT","New York","NEWARK VALLEY","Regular local school district","1270"
"2013","3620700","NEWBURGH CITY SCHOOL DISTRICT","New York","NEWBURGH","Regular local school district","11495"
"2013","3620730","NEWCOMB CENTRAL SCHOOL DISTRICT","New York","NEWCOMB","Regular local school district","107"
"2013","3620760","NEWFANE CENTRAL SCHOOL DISTRICT","New York","BURT","Regular local school district","1678"
"2013","3620790","NEWFIELD CENTRAL SCHOOL DISTRICT","New York","NEWFIELD","Regular local school district","804"
"2013","3620820","NIAGARA FALLS CITY SCHOOL DISTRICT","New York","NIAGARA FALLS","Regular local school district","7110"
"2013","3620850","NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT","New York","NIAGARA FALLS","Regular local school district","3816"
"2013","3620880","NISKAYUNA CENTRAL SCHOOL DISTRICT","New York","SCHENECTADY","Regular local school district","4100"
"2013","3620910","NORTH BABYLON UNION FREE SCHOOL DISTRICT","New York","NORTH BABYLON","Regular local school district","4699"
"2013","3620940","NORTH BELLMORE UNION FREE SCHOOL DISTRICT","New York","BELLMORE","Regular local school district","2114"
"2013","3620970","NORTH COLLINS CENTRAL SCHOOL DISTRICT","New York","NORTH COLLINS","Regular local school district","609"
"2013","3621000","NORTH COLONIE CSD","New York","LATHAM","Regular local school district","5354"
"2013","3621120","NORTH MERRICK UNION FREE SCHOOL DISTRICT","New York","MERRICK","Regular local school district","1227"
"2013","3621180","NORTH SALEM CENTRAL SCHOOL DISTRICT","New York","NORTH SALEM","Regular local school district","1169"
"2013","3621210","NORTH SYRACUSE CENTRAL SCHOOL DISTRICT","New York","NORTH SYRACUSE","Regular local school district","9064"
"2013","3621240","NORTH TONAWANDA CITY SCHOOL DISTRICT","New York","NORTH TONAWANDA","Regular local school district","3710"
"2013","3621250","NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT","New York","CHAMPLAIN","Regular local school district","1340"
"2013","3621260","NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT","New York","ELLENBURG DEPOT","Regular local school district","844"
"2013","3621270","NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT","New York","NORTHPORT","Regular local school district","5901"
"2013","3621300","NORTHVILLE CENTRAL SCHOOL DISTRICT","New York","NORTHVILLE","Regular local school district","453"
"2013","3621330","NORWICH CITY SCHOOL DISTRICT","New York","NORWICH","Regular local school district","1895"
"2013","3621360","NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT","New York","NORWOOD","Regular local school district","1055"
"2013","3621450","DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA)","New York","NUNDA","Regular local school district","754"
"2013","3621480","NYACK UNION FREE SCHOOL DISTRICT","New York","NYACK","Regular local school district","2945"
"2013","3621510","OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT","New York","OAKFIELD","Regular local school district","867"
"2013","3621540","FIRE ISLAND UNION FREE SCHOOL DISTRICT","New York","FIRE ISLAND","Regular local school district","37"
"2013","3621570","OCEANSIDE UNION FREE SCHOOL DISTRICT","New York","OCEANSIDE","Regular local school district","5678"
"2013","3621630","ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT","New York","ODESSA","Regular local school district","767"
"2013","3621660","OGDENSBURG CITY SCHOOL DISTRICT","New York","OGDENSBURG","Regular local school district","1658"
"2013","3621720","OLEAN CITY SCHOOL DISTRICT","New York","OLEAN","Regular local school district","2226"
"2013","3621780","ONEONTA CITY SCHOOL DISTRICT","New York","ONEONTA","Regular local school district","1782"
"2013","3621810","ONONDAGA CENTRAL SCHOOL DISTRICT","New York","NEDROW","Regular local school district","885"
"2013","3621840","ONTEORA CENTRAL SCHOOL DISTRICT","New York","BOICEVILLE","Regular local school district","1413"
"2013","3621870","OPPENHEIM-EPHRATAH CENTRAL SCHOOL DISTRICT","New York","ST JOHNSVILLE","Regular local school district","Not applicable"
"2013","3621900","ORCHARD PARK CENTRAL SCHOOL DISTRICT","New York","WEST SENECA","Regular local school district","4964"
"2013","3621930","OYSTERPONDS UNION FREE SCHOOL DISTRICT","New York","ORIENT","Regular local school district","80"
"2013","3621960","ORISKANY CENTRAL SCHOOL DISTRICT","New York","ORISKANY","Regular local school district","630"
"2013","3622020","OSSINING UNION FREE SCHOOL DISTRICT","New York","OSSINING","Regular local school district","4742"
"2013","3622050","OSWEGO CITY SCHOOL DISTRICT","New York","OSWEGO","Regular local school district","4005"
"2013","3622100","GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT","New York","SOUTH OTSELIC","Regular local school district","338"
"2013","3622140","SOUTH SENECA CENTRAL SCHOOL DISTRICT","New York","OVID","Regular local school district","750"
"2013","3622170","OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT","New York","OWEGO","Regular local school district","2191"
"2013","3622200","VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT","New York","VAN HORNESVILLE","Regular local school district","184"
"2013","3622260","OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT","New York","OXFORD","Regular local school district","779"
"2013","3622290","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT","New York","OYSTER BAY","Regular local school district","1667"
"2013","3622380","PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT","New York","PALMYRA","Regular local school district","1970"
"2013","3622410","PANAMA CENTRAL SCHOOL DISTRICT","New York","PANAMA","Regular local school district","530"
"2013","3622440","PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT","New York","PARISHVILLE","Regular local school district","461"
"2013","3622470","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT","New York","PATCHOGUE","Regular local school district","7886"
"2013","3622500","PAVILION CENTRAL SCHOOL DISTRICT","New York","PAVILION","Regular local school district","746"
"2013","3622530","PAWLING CENTRAL SCHOOL DISTRICT","New York","PAWLING","Regular local school district","1265"
"2013","3622560","PEARL RIVER UNION FREE SCHOOL DISTRICT","New York","PEARL RIVER","Regular local school district","2577"
"2013","3622650","PEEKSKILL CITY SCHOOL DISTRICT","New York","PEEKSKILL","Regular local school district","3231"
"2013","3622680","PELHAM UNION FREE SCHOOL DISTRICT","New York","PELHAM","Regular local school district","2817"
"2013","3622710","PENFIELD CENTRAL SCHOOL DISTRICT","New York","ROCHESTER","Regular local school district","4475"
"2013","3622740","PENN YAN CENTRAL SCHOOL DISTRICT","New York","PENN YAN","Regular local school district","1509"
"2013","3622770","PERRY CENTRAL SCHOOL DISTRICT","New York","PERRY","Regular local school district","854"
"2013","3622830","PERU CENTRAL SCHOOL DISTRICT","New York","PERU","Regular local school district","1949"
"2013","3622890","PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT","New York","CLIFTON SPRINGS","Regular local school district","1631"
"2013","3622920","PHOENIX CENTRAL SCHOOL DISTRICT","New York","PHOENIX","Regular local school district","1879"
"2013","3623010","PINE BUSH CENTRAL SCHOOL DISTRICT","New York","PINE BUSH","Regular local school district","5590"
"2013","3623040","PINE PLAINS CENTRAL SCHOOL DISTRICT","New York","PINE PLAINS","Regular local school district","990"
"2013","3623070","PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON)","New York","SOUTH DAYTON","Regular local school district","645"
"2013","3623130","PISECO COMMON SCHOOL DISTRICT","New York","PISECO","Regular local school district","Not applicable"
"2013","3623160","PITTSFORD CENTRAL SCHOOL DISTRICT","New York","PITTSFORD","Regular local school district","5858"
"2013","3623190","PLAINEDGE UNION FREE SCHOOL DISTRICT","New York","N MASSAPEQUA","Regular local school district","3185"
"2013","3623220","PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT","New York","PLAINVIEW","Regular local school district","4879"
"2013","3623280","PLATTSBURGH CITY SCHOOL DISTRICT","New York","PLATTSBURGH","Regular local school district","1854"
"2013","3623310","PLEASANTVILLE UNION FREE SCHOOL DISTRICT","New York","PLEASANTVILLE","Regular local school district","1781"
"2013","3623340","POCANTICO HILLS CENTRAL SCHOOL DISTRICT","New York","SLEEPY HOLLOW","Regular local school district","287"
"2013","3623370","POLAND CENTRAL SCHOOL DISTRICT","New York","POLAND","Regular local school district","619"
"2013","3623430","PORT BYRON CENTRAL SCHOOL DISTRICT","New York","PORT BYRON","Regular local school district","998"
"2013","3623460","PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT","New York","PORT CHESTER","Regular local school district","4428"
"2013","3623490","PORT JEFFERSON UNION FREE SCHOOL DISTRICT","New York","PORT JEFFERSON","Regular local school district","1202"
"2013","3623520","PORT JERVIS CITY SCHOOL DISTRICT","New York","PORT JERVIS","Regular local school district","2785"
"2013","3623580","PORT WASHINGTON UNION FREE SCHOOL DISTRICT","New York","PORT WASHINGTON","Regular local school district","5238"
"2013","3623640","PORTVILLE CENTRAL SCHOOL DISTRICT","New York","PORTVILLE","Regular local school district","986"
"2013","3623670","POTSDAM CENTRAL SCHOOL DISTRICT","New York","POTSDAM","Regular local school district","1313"
"2013","3623760","POUGHKEEPSIE CITY SCHOOL DISTRICT","New York","POUGHKEEPSIE","Regular local school district","4442"
"2013","3623790","PRATTSBURGH CENTRAL SCHOOL DISTRICT","New York","PRATTSBURGH","Regular local school district","428"
"2013","3623880","PULASKI CENTRAL SCHOOL DISTRICT","New York","PULASKI","Regular local school district","1142"
"2013","3623970","PUTNAM CENTRAL SCHOOL DISTRICT","New York","PUTNAM STATION","Regular local school district","37"
"2013","3624000","PUTNAM VALLEY CENTRAL SCHOOL DISTRICT","New York","PUTNAM VALLEY","Regular local school district","1776"
"2013","3624030","QUEENSBURY UNION FREE SCHOOL DISTRICT","New York","QUEENSBURY","Regular local school district","3449"
"2013","3624060","QUOGUE UNION FREE SCHOOL DISTRICT","New York","QUOGUE","Regular local school district","120"
"2013","3624090","RANDOLPH CENTRAL SCHOOL DISTRICT","New York","RANDOLPH","Regular local school district","959"
"2013","3624120","RAQUETTE LAKE UNION FREE SCHOOL DISTRICT","New York","RAQUETTE LAKE","Regular local school district","Not applicable"
"2013","3624150","RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT","New York","RAVENA","Regular local school district","1962"
"2013","3624210","RED CREEK CENTRAL SCHOOL DISTRICT","New York","RED CREEK","Regular local school district","964"
"2013","3624240","RED HOOK CENTRAL SCHOOL DISTRICT","New York","RED HOOK","Regular local school district","1981"
"2013","3624270","MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET)","New York","SHORTSVILLE","Regular local school district","836"
"2013","3624360","REMSEN CENTRAL SCHOOL DISTRICT","New York","REMSEN","Regular local school district","431"
"2013","3624420","REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT","New York","REMSENBURG","Regular local school district","156"
"2013","3624450","RENSSELAER CITY SCHOOL DISTRICT","New York","RENSSELAER","Regular local school district","1102"
"2013","3624480","RHINEBECK CENTRAL SCHOOL DISTRICT","New York","RHINEBECK","Regular local school district","1102"
"2013","3624570","RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT","New York","RICHFIELD SPRINGS","Regular local school district","504"
"2013","3624630","BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT","New York","RYE BROOK","Regular local school district","1492"
"2013","3624660","RIPLEY CENTRAL SCHOOL DISTRICT","New York","RIPLEY","Regular local school district","175"
"2013","3624690","RIVERHEAD CENTRAL SCHOOL DISTRICT","New York","RIVERHEAD","Regular local school district","5043"
"2013","3624750","ROCHESTER CITY SCHOOL DISTRICT","New York","ROCHESTER","Regular local school district","30295"
"2013","3624780","ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT","New York","ROCKVILLE CENTRE","Regular local school district","3566"
"2013","3624840","ROCKY POINT UNION FREE SCHOOL DISTRICT","New York","ROCKY POINT","Regular local school district","3280"
"2013","3624900","ROME CITY SCHOOL DISTRICT","New York","ROME","Regular local school district","5463"
"2013","3624930","ROMULUS CENTRAL SCHOOL DISTRICT","New York","ROMULUS","Regular local school district","410"
"2013","3624960","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","New York","ACCORD","Regular local school district","2031"
"2013","3624990","ROOSEVELT UNION FREE SCHOOL DISTRICT","New York","ROOSEVELT","Regular local school district","3087"
"2013","3625020","ROSCOE CENTRAL SCHOOL DISTRICT","New York","ROSCOE","Regular local school district","267"
"2013","3625050","ROSLYN UNION FREE SCHOOL DISTRICT","New York","ROSLYN","Regular local school district","3179"
"2013","3625110","ROXBURY CENTRAL SCHOOL DISTRICT","New York","ROXBURY","Regular local school district","355"
"2013","3625140","ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT","New York","MIDDLEPORT","Regular local school district","1448"
"2013","3625170","RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT","New York","HENRIETTA","Regular local school district","5348"
"2013","3625260","RYE CITY SCHOOL DISTRICT","New York","RYE","Regular local school district","3303"
"2013","3625290","RYE NECK UNION FREE SCHOOL DISTRICT","New York","MAMARONECK","Regular local school district","1578"
"2013","3625320","FLORIDA UNION FREE SCHOOL DISTRICT","New York","FLORIDA","Regular local school district","838"
"2013","3625350","SACHEM CENTRAL SCHOOL DISTRICT","New York","LAKE RONKONKOMA","Regular local school district","14061"
"2013","3625380","SAG HARBOR UNION FREE SCHOOL DISTRICT","New York","SAG HARBOR","Regular local school district","1060"
"2013","3625410","SAGAPONACK COMMON SCHOOL DISTRICT","New York","SAGAPONACK","Regular local school district","11"
"2013","3625440","SALAMANCA CITY SCHOOL DISTRICT","New York","SALAMANCA","Regular local school district","1334"
"2013","3625470","SALEM CENTRAL SCHOOL DISTRICT","New York","SALEM","Regular local school district","488"
"2013","3625500","SALMON RIVER CENTRAL SCHOOL DISTRICT","New York","FORT COVINGTON","Regular local school district","1555"
"2013","3625650","SANDY CREEK CENTRAL SCHOOL DISTRICT","New York","SANDY CREEK","Regular local school district","820"
"2013","3625740","SARANAC LAKE CENTRAL SCHOOL DISTRICT","New York","SARANAC LAKE","Regular local school district","1312"
"2013","3625770","SARATOGA SPRINGS CITY SCHOOL DISTRICT","New York","SARATOGA SPRINGS","Regular local school district","6582"
"2013","3625800","SAUGERTIES CENTRAL SCHOOL DISTRICT","New York","SAUGERTIES","Regular local school district","2785"
"2013","3625920","SAYVILLE UNION FREE SCHOOL DISTRICT","New York","SAYVILLE","Regular local school district","3095"
"2013","3625950","SCARSDALE UNION FREE SCHOOL DISTRICT","New York","SCARSDALE","Regular local school district","4801"
"2013","3625980","SCHALMONT CENTRAL SCHOOL DISTRICT","New York","SCHENECTADY","Regular local school district","1845"
"2013","3626010","SCHENECTADY CITY SCHOOL DISTRICT","New York","SCHENECTADY","Regular local school district","9921"
"2013","3626070","SCHODACK CENTRAL SCHOOL DISTRICT","New York","CASTLETON","Regular local school district","923"
"2013","3626100","SCHOHARIE CENTRAL SCHOOL DISTRICT","New York","SCHOHARIE","Regular local school district","832"
"2013","3626130","SCHROON LAKE CENTRAL SCHOOL DISTRICT","New York","SCHROON LAKE","Regular local school district","220"
"2013","3626160","SCHUYLERVILLE CENTRAL SCHOOL DISTRICT","New York","SCHUYLERVILLE","Regular local school district","1751"
